iDR5_Field_Name,Field,PID,NAME,RA,DEC,RA_d,DEC_d,Reduction,Photometry,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
SPLUS-s37s44,SPLUS-s37s44,SPLUS,SPLUS-s37s44,21:44:00,-47:58:16,326.0,-47.97111111,MAR,aperture,20.7528,20.1381,20.1826,21.0697,21.2052,23.5332,21.4776,23.6041,21.0395,23.3602,21.1002,22.8029
SPLUS-s38s05,SPLUS-s38s05,SPLUS,SPLUS-s38s05,0:32:44,-49:16:05,8.183333333,-49.26805556,MAR,aperture,19.8082,19.1992,19.1802,20.0447,20.1555,22.5206,20.4804,22.6801,20.1873,22.4856,20.7622,21.9232
SPLUS-s38s23,SPLUS-s38s23,SPLUS,SPLUS-s38s23,3:00:00,-49:16:05,45.0,-49.26805556,MAR,aperture,19.7054,19.0674,19.0742,19.9305,20.0313,22.4063,20.3698,22.5863,20.0909,22.4097,20.7004,21.8525
SPLUS-s38s24,SPLUS-s38s24,SPLUS,SPLUS-s38s24,3:08:11,-49:16:05,47.04583333,-49.26805556,MAR,aperture,19.6377,19.0007,19.0027,19.8484,19.9533,22.3559,20.3234,22.5577,20.0718,22.3892,20.6906,21.8216
SPLUS-s38s25,SPLUS-s38s25,SPLUS,SPLUS-s38s25,3:16:22,-49:16:05,49.09166667,-49.26805556,MAR,aperture,19.6961,19.0758,19.0719,19.9345,20.0454,22.4286,20.3982,22.6146,20.1234,22.4438,20.7325,21.891
SPLUS-s38s26,SPLUS-s38s26,SPLUS,SPLUS-s38s26,3:24:33,-49:16:05,51.1375,-49.26805556,MAR,aperture,19.7204,19.0798,19.0705,19.9387,20.0394,22.3958,20.3653,22.5828,19.7597,22.4124,20.1809,21.8568
SPLUS-s38s27,SPLUS-s38s27,SPLUS,SPLUS-s38s27,3:32:44,-49:16:05,53.18333333,-49.26805556,MAR,aperture,19.7315,19.097,19.0842,19.944,20.0415,22.4053,20.3712,22.5898,20.0912,22.4029,20.7038,21.8225
SPLUS-s38s28,SPLUS-s38s28,SPLUS,SPLUS-s38s28,3:40:55,-49:16:05,55.22916667,-49.26805556,MAR,aperture,19.8829,19.2417,19.2177,20.0658,20.1649,22.5081,20.4716,22.6653,20.1668,22.4714,20.7558,21.9248
SPLUS-s38s29,SPLUS-s38s29,SPLUS,SPLUS-s38s29,3:49:05,-49:16:05,57.27083333,-49.26805556,MAR,aperture,19.8435,19.2164,19.1903,20.055,20.1546,22.5076,20.4654,22.6553,20.1487,22.4565,20.7338,21.9008
SPLUS-s38s30,SPLUS-s38s30,SPLUS,SPLUS-s38s30,3:57:16,-49:16:05,59.31666667,-49.26805556,MAR,aperture,20.7858,20.1627,20.1807,21.0724,21.2054,23.5321,21.4781,23.6002,21.0819,23.3484,21.6247,22.7633
SPLUS-s38s31,SPLUS-s38s31,SPLUS,SPLUS-s38s31,4:05:27,-49:16:05,61.3625,-49.26805556,MAR,aperture,19.8629,19.2288,19.2199,20.0847,20.1807,22.5319,20.4904,22.6779,20.1767,22.4752,20.7538,21.9116
SPLUS-s38s32,SPLUS-s38s32,SPLUS,SPLUS-s38s32,4:13:38,-49:16:05,63.40833333,-49.26805556,MAR,aperture,19.8778,19.2491,19.214,20.082,20.1839,22.5333,20.4912,22.6815,20.1747,22.481,20.7522,21.927
SPLUS-s38s33,SPLUS-s38s33,SPLUS,SPLUS-s38s33,4:21:49,-49:16:05,65.45416667,-49.26805556,MAR,aperture,19.8627,19.235,19.2206,20.0876,20.1891,22.538,20.4923,22.6834,20.1785,22.4783,20.7472,21.9205
SPLUS-s38s34,SPLUS-s38s34,SPLUS,SPLUS-s38s34,4:30:00,-49:16:05,67.5,-49.26805556,MAR,aperture,19.9051,19.2645,19.2364,20.0977,20.1977,22.5433,20.4968,22.681,20.1759,22.4768,20.7513,21.9231
SPLUS-s38s35,SPLUS-s38s35,SPLUS,SPLUS-s38s35,4:38:11,-49:16:05,69.54583333,-49.26805556,MAR,aperture,19.8944,19.2591,19.2159,20.0757,20.1815,22.5278,20.4854,22.6773,20.1726,22.4797,20.7523,21.9196
SPLUS-s38s36,SPLUS-s38s36,SPLUS,SPLUS-s38s36,4:46:22,-49:16:05,71.59166667,-49.26805556,MAR,aperture,20.7086,20.0649,20.0633,20.9382,21.052,23.3963,21.3521,23.5103,20.9989,23.291,21.5848,22.7051
SPLUS-s38s37,SPLUS-s38s37,SPLUS,SPLUS-s38s37,4:54:33,-49:16:05,73.6375,-49.26805556,MAR,aperture,20.6973,20.0567,20.0684,20.947,21.0709,23.4066,21.376,23.526,21.0182,23.3073,21.6002,22.729
SPLUS-s38s38,SPLUS-s38s38,SPLUS,SPLUS-s38s38,21:00:00,-49:16:05,315.0,-49.26805556,MAR,aperture,20.7418,20.1326,20.1627,21.0663,21.2045,23.5306,21.4812,23.5978,21.0747,23.347,21.6276,22.7594
SPLUS-s38s39,SPLUS-s38s39,SPLUS,SPLUS-s38s39,21:08:11,-49:16:05,317.0458333,-49.26805556,MAR,aperture,19.7331,19.1358,19.1394,20.0052,20.1128,22.4969,20.4602,22.6639,20.1675,22.4809,20.7624,21.9277
SPLUS-s38s40,SPLUS-s38s40,SPLUS,SPLUS-s38s40,21:16:22,-49:16:05,319.0916667,-49.26805556,MAR,aperture,19.7091,19.1098,19.1278,19.9894,20.1161,22.4693,20.4438,22.648,20.1526,22.4452,20.7527,21.8979
SPLUS-s38s47,SPLUS-s38s47,SPLUS,SPLUS-s38s47,22:13:38,-49:16:05,333.4083333,-49.26805556,MAR,aperture,20.9049,20.2864,20.3196,21.2011,21.3347,23.6195,21.5637,23.6565,20.8266,23.4055,21.6786,22.8428
SPLUS-s39s20,SPLUS-s39s20,SPLUS,SPLUS-s39s20,2:40:00,-50:33:45,40.0,-50.5625,MAR,aperture,20.8076,20.2022,20.2406,21.125,21.2433,23.5191,21.4544,23.5974,21.0811,23.3826,21.6624,22.8126
SPLUS-s39s21,SPLUS-s39s21,SPLUS,SPLUS-s39s21,2:48:25,-50:33:45,42.10416667,-50.5625,MAR,aperture,19.7218,19.0721,19.0652,19.9136,20.0167,22.3806,20.3441,22.5687,20.0771,22.394,20.6947,21.8353
SPLUS-s39s22,SPLUS-s39s22,SPLUS,SPLUS-s39s22,2:56:51,-50:33:45,44.2125,-50.5625,MAR,aperture,19.7338,19.0854,19.0878,19.9381,20.0321,22.4076,20.3668,22.5862,20.0951,22.4062,20.7035,21.8445
SPLUS-s39s23,SPLUS-s39s23,SPLUS,SPLUS-s39s23,3:05:16,-50:33:45,46.31666667,-50.5625,MAR,aperture,19.599,18.9737,18.9681,19.8259,19.9425,22.3399,20.3103,22.5464,20.0516,22.3853,20.683,21.8288
SPLUS-s39s24,SPLUS-s39s24,SPLUS,SPLUS-s39s24,3:13:41,-50:33:45,48.42083333,-50.5625,MAR,aperture,19.7394,19.1162,19.0959,19.9679,20.0804,22.4474,20.4222,22.6179,20.1171,22.4234,20.7119,21.8492
SPLUS-s39s25,SPLUS-s39s25,SPLUS,SPLUS-s39s25,3:22:06,-50:33:45,50.525,-50.5625,MAR,aperture,19.713,19.0823,19.0709,19.9204,20.0111,22.3973,20.3685,22.5905,20.0978,22.4027,20.7145,21.8038
SPLUS-s39s26,SPLUS-s39s26,SPLUS,SPLUS-s39s26,3:30:32,-50:33:45,52.63333333,-50.5625,MAR,aperture,19.6622,19.0432,19.0135,19.8664,19.9541,22.3285,20.3017,22.563,20.1651,22.3978,20.7624,21.8224
SPLUS-s39s27,SPLUS-s39s27,SPLUS,SPLUS-s39s27,3:38:57,-50:33:45,54.7375,-50.5625,MAR,aperture,19.8119,19.1769,19.1396,19.99,20.0743,22.4257,20.3818,22.6094,20.1061,22.4259,20.7258,21.8541
SPLUS-s39s28,SPLUS-s39s28,SPLUS,SPLUS-s39s28,3:47:22,-50:33:45,56.84166667,-50.5625,MAR,aperture,19.858,19.2199,19.198,20.0767,20.1782,22.5275,20.484,22.6676,20.1665,22.4544,20.7513,21.8591
SPLUS-s39s29,SPLUS-s39s29,SPLUS,SPLUS-s39s29,3:55:47,-50:33:45,58.94583333,-50.5625,MAR,aperture,19.817,19.1802,19.168,20.0267,20.1334,22.4879,20.4387,22.6376,20.1373,22.4393,20.7242,21.8642
SPLUS-s39s30,SPLUS-s39s30,SPLUS,SPLUS-s39s30,4:04:13,-50:33:45,61.05416667,-50.5625,MAR,aperture,19.8476,19.2051,19.1905,20.0527,20.1515,22.5073,20.4654,22.6575,20.1594,22.4504,20.74,21.8728
SPLUS-s39s31,SPLUS-s39s31,SPLUS,SPLUS-s39s31,4:12:38,-50:33:45,63.15833333,-50.5625,MAR,aperture,19.8555,19.2142,19.196,20.0503,20.1554,22.5147,20.4723,22.6605,20.1609,22.4559,20.7471,21.8806
SPLUS-s39s32,SPLUS-s39s32,SPLUS,SPLUS-s39s32,4:21:03,-50:33:45,65.2625,-50.5625,MAR,aperture,19.8306,19.2043,19.1815,20.036,20.1354,22.4879,20.4477,22.6432,20.1405,22.4493,20.7332,21.8727
SPLUS-s39s33,SPLUS-s39s33,SPLUS,SPLUS-s39s33,4:29:28,-50:33:45,67.36666667,-50.5625,MAR,aperture,19.7855,19.154,19.1328,19.9896,20.0945,22.4622,20.4313,22.6345,20.1353,22.4444,20.7328,21.8716
SPLUS-s39s34,SPLUS-s39s34,SPLUS,SPLUS-s39s34,4:37:54,-50:33:45,69.475,-50.5625,MAR,aperture,19.8927,19.2625,19.2412,20.0903,20.1882,22.5328,20.49,22.6796,20.1777,22.4775,20.7518,21.9168
SPLUS-s39s35,SPLUS-s39s35,SPLUS,SPLUS-s39s35,4:46:19,-50:33:45,71.57916667,-50.5625,MAR,aperture,19.8886,19.2514,19.2257,20.0811,20.1823,22.5291,20.4826,22.6786,20.1763,22.4784,20.754,21.9259
SPLUS-s39s36,SPLUS-s39s36,SPLUS,SPLUS-s39s36,4:54:44,-50:33:45,73.68333333,-50.5625,MAR,aperture,20.4847,19.8355,19.8283,20.6639,20.7399,23.0939,21.0669,23.3251,20.8377,23.1637,21.4923,22.5715
SPLUS-s39s37,SPLUS-s39s37,SPLUS,SPLUS-s39s37,21:03:09,-50:33:45,315.7875,-50.5625,MAR,aperture,20.7427,20.1436,20.1663,21.0475,21.1863,23.5145,21.4687,23.5881,21.0703,23.3408,21.5925,22.7554
SPLUS-s39s38,SPLUS-s39s38,SPLUS,SPLUS-s39s38,21:11:35,-50:33:45,317.8958333,-50.5625,MAR,aperture,19.7363,19.1306,19.1289,19.9836,20.0955,22.4562,20.4174,22.6243,20.1247,22.4397,20.7193,21.8881
SPLUS-s39s44,SPLUS-s39s44,SPLUS,SPLUS-s39s44,22:02:06,-50:33:45,330.525,-50.5625,MAR,aperture,19.7407,19.1366,19.1419,20.0123,20.1263,22.4993,20.455,22.6644,20.165,22.47,20.7531,21.9048
SPLUS-s40s17,SPLUS-s40s17,SPLUS,SPLUS-s40s17,2:18:48,-51:51:12,34.7,-51.85333333,MAR,aperture,19.7315,19.1126,19.1214,19.979,20.1018,22.489,20.4532,22.6591,20.1574,22.4786,20.7614,21.9424
SPLUS-s40s21,SPLUS-s40s21,SPLUS,SPLUS-s40s21,2:53:30,-51:51:12,43.375,-51.85333333,MAR,aperture,19.7175,19.0727,19.0523,19.9203,20.0286,22.4075,20.3773,22.5824,20.0825,22.3935,20.69,21.8215
SPLUS-s40s22,SPLUS-s40s22,SPLUS,SPLUS-s40s22,3:02:10,-51:51:12,45.54166667,-51.85333333,MAR,aperture,19.6699,19.0427,19.0245,19.8867,19.9979,22.3781,20.3481,22.5687,20.0717,22.3875,20.6929,21.8135
SPLUS-s40s23,SPLUS-s40s23,SPLUS,SPLUS-s40s23,3:10:51,-51:51:12,47.7125,-51.85333333,MAR,aperture,19.7278,19.0899,19.0717,19.9397,20.052,22.4306,20.398,22.6092,20.1063,22.4329,20.7233,21.8832
SPLUS-s40s24,SPLUS-s40s24,SPLUS,SPLUS-s40s24,3:19:31,-51:51:12,49.87916667,-51.85333333,MAR,aperture,19.7252,19.0921,19.0885,19.9399,20.0563,22.4258,20.3908,22.5937,20.096,22.4132,20.7064,21.8636
SPLUS-s40s25,SPLUS-s40s25,SPLUS,SPLUS-s40s25,3:28:12,-51:51:12,52.05,-51.85333333,MAR,aperture,19.6739,19.0421,19.0254,19.8727,19.972,22.3477,20.3196,22.5661,20.0756,22.3907,20.7076,21.8039
SPLUS-s40s26,SPLUS-s40s26,SPLUS,SPLUS-s40s26,3:36:52,-51:51:12,54.21666667,-51.85333333,MAR,aperture,19.7826,19.13,19.1092,19.968,20.0747,22.4368,20.399,22.598,20.1019,22.3872,20.6911,21.7738
SPLUS-s40s27,SPLUS-s40s27,SPLUS,SPLUS-s40s27,3:45:33,-51:51:12,56.3875,-51.85333333,MAR,aperture,19.7963,19.1665,19.1454,19.9844,20.073,22.4222,20.3835,22.6049,20.1079,22.4143,20.7206,21.8199
SPLUS-s40s28,SPLUS-s40s28,SPLUS,SPLUS-s40s28,3:54:13,-51:51:12,58.55416667,-51.85333333,MAR,aperture,19.8281,19.1821,19.1605,20.0242,20.1265,22.4851,20.4455,22.6371,20.1337,22.4286,20.7196,21.8439
SPLUS-s40s29,SPLUS-s40s29,SPLUS,SPLUS-s40s29,4:02:53,-51:51:12,60.72083333,-51.85333333,MAR,aperture,19.8318,19.1969,19.1729,20.0378,20.1312,22.4877,20.4423,22.6392,20.1407,22.4367,20.7271,21.8522
SPLUS-s40s30,SPLUS-s40s30,SPLUS,SPLUS-s40s30,4:11:34,-51:51:12,62.89166667,-51.85333333,MAR,aperture,19.7901,19.1564,19.1378,19.998,20.1061,22.4731,20.4379,22.6367,20.1365,22.4443,20.7343,21.8712
SPLUS-s40s31,SPLUS-s40s31,SPLUS,SPLUS-s40s31,4:20:14,-51:51:12,65.05833333,-51.85333333,MAR,aperture,19.7692,19.1388,19.1382,19.9817,20.0827,22.4494,20.4143,22.6207,20.122,22.4339,20.7257,21.8544
SPLUS-s40s32,SPLUS-s40s32,SPLUS,SPLUS-s40s32,4:28:55,-51:51:12,67.22916667,-51.85333333,MAR,aperture,19.8502,19.2143,19.1919,20.0575,20.1549,22.5091,20.4609,22.6609,20.1601,22.461,20.746,21.8853
SPLUS-s40s33,SPLUS-s40s33,SPLUS,SPLUS-s40s33,4:37:35,-51:51:12,69.39583333,-51.85333333,MAR,aperture,19.8499,19.2151,19.1819,20.0447,20.1399,22.4974,20.453,22.6534,20.1518,22.4577,20.7395,21.8871
SPLUS-s40s34,SPLUS-s40s34,SPLUS,SPLUS-s40s34,4:46:16,-51:51:12,71.56666667,-51.85333333,MAR,aperture,19.8468,19.2101,19.19,20.0489,20.1591,22.5103,20.4694,22.6601,20.1556,22.4535,20.7397,21.876
SPLUS-s40s35,SPLUS-s40s35,SPLUS,SPLUS-s40s35,4:54:56,-51:51:12,73.73333333,-51.85333333,MAR,aperture,20.3714,19.7339,19.6807,20.5323,20.5899,23.0136,20.968,23.2599,20.7801,23.0907,21.4607,22.4784
SPLUS-s40s36,SPLUS-s40s36,SPLUS,SPLUS-s40s36,21:06:30,-51:51:12,316.625,-51.85333333,MAR,aperture,19.7473,19.1431,19.1604,20.0352,20.1508,22.5208,20.4811,22.6749,20.1787,22.4899,20.7663,21.9478
SPLUS-s40s37,SPLUS-s40s37,SPLUS,SPLUS-s40s37,21:15:11,-51:51:12,318.7958333,-51.85333333,MAR,aperture,20.6949,20.1578,20.306,21.2869,21.4732,23.6789,21.5785,23.5695,21.0308,23.2936,21.5683,22.7472
SPLUS-s41s21,SPLUS-s41s21,SPLUS,SPLUS-s41s21,2:57:47,-53:08:28,44.44583333,-53.14111111,MAR,aperture,19.6635,19.033,19.039,19.9054,20.0034,22.3813,20.3428,22.5632,20.0605,22.3758,20.6741,21.789
SPLUS-s41s22,SPLUS-s41s22,SPLUS,SPLUS-s41s22,3:06:40,-53:08:28,46.66666667,-53.14111111,MAR,aperture,19.6588,19.0277,19.0196,19.8764,20.003,22.3833,20.3504,22.5675,20.0728,22.3913,20.6956,21.8268
SPLUS-s41s23,SPLUS-s41s23,SPLUS,SPLUS-s41s23,3:15:33,-53:08:28,48.8875,-53.14111111,MAR,aperture,19.7434,19.1013,19.083,19.957,20.0627,22.4443,20.4022,22.615,20.1121,22.4384,20.727,21.8952
SPLUS-s41s24,SPLUS-s41s24,SPLUS,SPLUS-s41s24,3:24:27,-53:08:28,51.1125,-53.14111111,MAR,aperture,19.7305,19.094,19.0862,19.9527,20.0617,22.4359,20.4052,22.6191,20.1211,22.4327,20.7315,21.8552
SPLUS-s41s25,SPLUS-s41s25,SPLUS,SPLUS-s41s25,3:33:20,-53:08:28,53.33333333,-53.14111111,MAR,aperture,19.7103,19.0802,19.0633,19.9132,20.0091,22.3865,20.358,22.5931,20.0968,22.4087,20.7186,21.8235
SPLUS-s41s26,SPLUS-s41s26,SPLUS,SPLUS-s41s26,3:42:13,-53:08:28,55.55416667,-53.14111111,MAR,aperture,19.836,19.2047,19.1719,20.0358,20.1241,22.4828,20.4416,22.6464,20.1489,22.4498,20.7458,21.8588
SPLUS-s41s27,SPLUS-s41s27,SPLUS,SPLUS-s41s27,3:51:07,-53:08:28,57.77916667,-53.14111111,MAR,aperture,19.8396,19.1984,19.178,20.0207,20.1111,22.4619,20.4196,22.6336,20.1367,22.445,20.7418,21.8735
SPLUS-s41s28,SPLUS-s41s28,SPLUS,SPLUS-s41s28,4:00:00,-53:08:28,60.0,-53.14111111,MAR,aperture,19.787,19.149,19.1285,19.9914,20.0916,22.4552,20.4145,22.6173,20.1182,22.4067,20.7059,21.8036
SPLUS-s41s29,SPLUS-s41s29,SPLUS,SPLUS-s41s29,4:08:53,-53:08:28,62.22083333,-53.14111111,MAR,aperture,19.8436,19.2016,19.1809,20.0346,20.139,22.4955,20.453,22.6422,20.1411,22.4362,20.7257,21.8557
SPLUS-s41s30,SPLUS-s41s30,SPLUS,SPLUS-s41s30,4:17:47,-53:08:28,64.44583333,-53.14111111,MAR,aperture,19.7608,19.121,19.1066,19.9816,20.0935,22.47,20.4335,22.6362,20.1373,22.4445,20.7361,21.874
SPLUS-s41s31,SPLUS-s41s31,SPLUS,SPLUS-s41s31,4:26:40,-53:08:28,66.66666667,-53.14111111,MAR,aperture,19.8334,19.2009,19.1786,20.043,20.1376,22.493,20.4453,22.6491,20.1478,22.4518,20.7393,21.8817
SPLUS-s41s32,SPLUS-s41s32,SPLUS,SPLUS-s41s32,4:35:33,-53:08:28,68.8875,-53.14111111,MAR,aperture,19.836,19.1984,19.1691,20.0356,20.1297,22.4877,20.4451,22.6466,20.1424,22.453,20.7395,21.8877
SPLUS-s41s33,SPLUS-s41s33,SPLUS,SPLUS-s41s33,4:44:27,-53:08:28,71.1125,-53.14111111,MAR,aperture,19.8385,19.1986,19.1841,20.0462,20.1534,22.5066,20.4623,22.6572,20.1528,22.4531,20.7414,21.8814
SPLUS-s41s34,SPLUS-s41s34,SPLUS,SPLUS-s41s34,4:53:20,-53:08:28,73.33333333,-53.14111111,MAR,aperture,19.8382,19.2023,19.1825,20.0445,20.1416,22.4993,20.4557,22.6524,20.1435,22.448,20.7335,21.8705
SPLUS-s41s35,SPLUS-s41s35,SPLUS,SPLUS-s41s35,21:02:13,-53:08:28,315.5541667,-53.14111111,MAR,aperture,19.709,19.1163,19.115,19.993,20.1063,22.4828,20.4448,22.6522,20.1556,22.4636,20.7548,21.8914
SPLUS-s41s36,SPLUS-s41s36,SPLUS,SPLUS-s41s36,21:11:07,-53:08:28,317.7791667,-53.14111111,MAR,aperture,19.6574,19.0342,19.0643,19.9099,20.0193,22.4046,20.369,22.6001,20.1116,22.4481,20.7341,21.9346
SPLUS-s42s20,SPLUS-s42s20,SPLUS,SPLUS-s42s20,2:54:16,-54:25:34,43.56666667,-54.42611111,MAR,aperture,19.732,19.1006,19.0797,19.9442,20.0521,22.4219,20.3956,22.6078,20.1134,22.4291,20.7246,21.8601
SPLUS-s42s21,SPLUS-s42s21,SPLUS,SPLUS-s42s21,3:03:26,-54:25:34,45.85833333,-54.42611111,MAR,aperture,19.7603,19.1055,19.0981,19.9489,20.0563,22.4283,20.3963,22.6139,20.1194,22.4428,20.7333,21.8929
SPLUS-s42s22,SPLUS-s42s22,SPLUS,SPLUS-s42s22,3:12:37,-54:25:34,48.15416667,-54.42611111,MAR,aperture,19.7081,19.0734,19.0614,19.9267,20.0364,22.426,20.3915,22.607,20.1064,22.4307,20.7246,21.884
SPLUS-s42s23,SPLUS-s42s23,SPLUS,SPLUS-s42s23,3:21:47,-54:25:34,50.44583333,-54.42611111,MAR,aperture,19.7161,19.0982,19.0718,19.9492,20.054,22.4368,20.4035,22.6116,20.1138,22.4333,20.7211,21.8813
SPLUS-s42s24,SPLUS-s42s24,SPLUS,SPLUS-s42s24,3:30:57,-54:25:34,52.7375,-54.42611111,MAR,aperture,19.7073,19.0984,19.0741,19.9212,20.0167,22.383,20.3496,22.5835,20.0868,22.396,20.7069,21.8056
SPLUS-s42s25,SPLUS-s42s25,SPLUS,SPLUS-s42s25,3:40:08,-54:25:34,55.03333333,-54.42611111,MAR,aperture,19.7012,19.0737,19.0469,19.9151,20.0153,22.3941,20.3603,22.5756,20.0838,22.3819,20.6946,21.7792
SPLUS-s42s26,SPLUS-s42s26,SPLUS,SPLUS-s42s26,3:49:18,-54:25:34,57.325,-54.42611111,MAR,aperture,19.7841,19.1498,19.1208,19.9679,20.0564,22.4188,20.3824,22.6126,20.1172,22.4352,20.7328,21.8608
SPLUS-s42s27,SPLUS-s42s27,SPLUS,SPLUS-s42s27,3:58:28,-54:25:34,59.61666667,-54.42611111,MAR,aperture,19.8299,19.1923,19.1753,20.0468,20.149,22.5082,20.4714,22.6593,20.1512,22.4498,20.7403,21.8535
SPLUS-s42s28,SPLUS-s42s28,SPLUS,SPLUS-s42s28,4:07:39,-54:25:34,61.9125,-54.42611111,MAR,aperture,19.7997,19.1597,19.1428,19.9971,20.1008,22.4629,20.4227,22.6249,20.1275,22.429,20.719,21.8504
SPLUS-s42s29,SPLUS-s42s29,SPLUS,SPLUS-s42s29,4:16:49,-54:25:34,64.20416667,-54.42611111,MAR,aperture,19.8021,19.18,19.1636,20.0317,20.1269,22.4879,20.4417,22.6417,20.1418,22.4389,20.7264,21.864
SPLUS-s42s30,SPLUS-s42s30,SPLUS,SPLUS-s42s30,4:25:59,-54:25:34,66.49583333,-54.42611111,MAR,aperture,19.8347,19.1956,19.1739,20.05,20.1562,22.5089,20.4645,22.6564,20.1455,22.4519,20.7334,21.8773
SPLUS-s42s31,SPLUS-s42s31,SPLUS,SPLUS-s42s31,4:35:10,-54:25:34,68.79166667,-54.42611111,MAR,aperture,19.8289,19.1844,19.1591,20.0319,20.1326,22.4981,20.4555,22.6517,20.1478,22.4515,20.7373,21.8815
SPLUS-s42s32,SPLUS-s42s32,SPLUS,SPLUS-s42s32,4:44:20,-54:25:34,71.08333333,-54.42611111,MAR,aperture,19.7525,19.1256,19.1103,19.9682,20.0713,22.4448,20.4077,22.6211,20.1208,22.4323,20.7269,21.8597
SPLUS-s42s33,SPLUS-s42s33,SPLUS,SPLUS-s42s33,4:53:30,-54:25:34,73.375,-54.42611111,MAR,aperture,19.8461,19.2081,19.1837,20.0445,20.1418,22.4935,20.4541,22.6529,20.1486,22.4531,20.7417,21.88
SPLUS-s42s34,SPLUS-s42s34,SPLUS,SPLUS-s42s34,21:05:44,-54:25:34,316.4333333,-54.42611111,JYPE,aperture,20.0616,19.4606,19.5046,20.4961,20.6583,22.9236,20.8452,22.8236,20.3155,22.6,20.8533,22.0302
SPLUS-s42s51,SPLUS-s42s51,SPLUS,SPLUS-s42s51,23:41:39,-54:25:34,355.4125,-54.42611111,MAR,aperture,19.6924,19.1077,19.1335,20.0127,20.1507,22.519,20.4812,22.6762,20.1727,22.4868,20.7585,21.944
SPLUS-s43s19,SPLUS-s43s19,SPLUS,SPLUS-s43s19,2:50:32,-55:42:27,42.63333333,-55.7075,MAR,aperture,19.6531,19.0105,19.0056,19.8713,19.9793,22.3656,20.338,22.5655,20.0691,22.3991,20.6918,21.8458
SPLUS-s43s20,SPLUS-s43s20,SPLUS,SPLUS-s43s20,3:00:00,-55:42:27,45.0,-55.7075,MAR,aperture,19.686,19.052,19.0514,19.9074,20.0171,22.399,20.3632,22.5896,20.0966,22.4298,20.723,21.883
SPLUS-s43s21,SPLUS-s43s21,SPLUS,SPLUS-s43s21,3:09:28,-55:42:27,47.36666667,-55.7075,MAR,aperture,20.9182,20.275,20.308,21.1927,21.3161,23.6058,21.5434,23.6496,21.127,23.3971,21.6761,22.8162
SPLUS-s43s22,SPLUS-s43s22,SPLUS,SPLUS-s43s22,3:18:57,-55:42:27,49.7375,-55.7075,MAR,aperture,20.8008,20.1579,20.165,21.0482,21.1762,23.5038,21.4567,23.5858,21.0727,23.3535,21.6305,22.7808
SPLUS-s43s23,SPLUS-s43s23,SPLUS,SPLUS-s43s23,3:28:25,-55:42:27,52.10416667,-55.7075,MAR,aperture,19.6977,19.061,19.0372,19.8973,20.0069,22.3836,20.3536,22.5717,20.0731,22.3694,20.6944,21.7569
SPLUS-s43s24,SPLUS-s43s24,SPLUS,SPLUS-s43s24,3:37:54,-55:42:27,54.475,-55.7075,MAR,aperture,19.6461,19.019,19.0034,19.8709,19.9866,22.373,20.3415,22.5602,20.0632,22.353,20.6697,21.731
SPLUS-s43s25,SPLUS-s43s25,SPLUS,SPLUS-s43s25,3:47:22,-55:42:27,56.84166667,-55.7075,MAR,aperture,19.8368,19.2067,19.1862,20.0421,20.142,22.4947,20.4519,22.6522,20.1503,22.4545,20.7437,21.8778
SPLUS-s43s26,SPLUS-s43s26,SPLUS,SPLUS-s43s26,3:56:51,-55:42:27,59.2125,-55.7075,MAR,aperture,19.7255,19.1153,19.0935,19.9554,20.0443,22.4175,20.3821,22.6113,20.1166,22.4323,20.7355,21.8529
SPLUS-s43s27,SPLUS-s43s27,SPLUS,SPLUS-s43s27,4:06:19,-55:42:27,61.57916667,-55.7075,MAR,aperture,19.7724,19.1392,19.1211,19.9792,20.0781,22.4386,20.4048,22.6052,20.1046,22.3981,20.7009,21.794
SPLUS-s43s28,SPLUS-s43s28,SPLUS,SPLUS-s43s28,4:15:47,-55:42:27,63.94583333,-55.7075,MAR,aperture,19.7553,19.1284,19.1236,19.9854,20.0886,22.4568,20.4272,22.6381,20.1366,22.456,20.7447,21.902
SPLUS-s43s29,SPLUS-s43s29,SPLUS,SPLUS-s43s29,4:25:16,-55:42:27,66.31666667,-55.7075,MAR,aperture,19.8193,19.1818,19.1623,20.0358,20.1342,22.4876,20.446,22.6391,20.1321,22.4329,20.7233,21.8539
SPLUS-s43s30,SPLUS-s43s30,SPLUS,SPLUS-s43s30,4:34:44,-55:42:27,68.68333333,-55.7075,MAR,aperture,19.8012,19.1643,19.1519,20.008,20.11,22.471,20.4295,22.632,20.13,22.432,20.7251,21.8562
SPLUS-s43s31,SPLUS-s43s31,SPLUS,SPLUS-s43s31,4:44:13,-55:42:27,71.05416667,-55.7075,MAR,aperture,19.8035,19.1664,19.1521,20.0132,20.1132,22.4763,20.4361,22.634,20.1358,22.4339,20.7283,21.8524
SPLUS-s43s32,SPLUS-s43s32,SPLUS,SPLUS-s43s32,4:53:41,-55:42:27,73.42083333,-55.7075,MAR,aperture,19.8234,19.1822,19.1546,20.0208,20.1159,22.4806,20.4335,22.6408,20.1374,22.4443,20.7323,21.8796
